Category,Customer_ID,Discount,Market,Order_Date,Order_Priority,Product_ID,Product_Name,Profit,Quantity,Region,Segment,Ship_Date,Ship_Mode,Shipping_Cost,Sub_Category,Year,Market2,weeknum,Ship_Delay,Campaign
Office Supplies,JL-158354,0.2,US,2014-07-15,High,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",17.9592,7,East,Consumer,2014-07-19,Standard Class,27.81,Storage,2014.0,North America,29,4,1.0
Office Supplies,JL-158354,0.2,US,2014-07-15,High,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",4.653,5,East,Consumer,2014-07-19,Standard Class,4.73,Storage,2014.0,North America,29,4,3.0
Office Supplies,PJ-190154,0.2,US,2014-08-19,High,OFF-AR-10001419,Newell 325,1.239,3,East,Consumer,2014-08-22,Second Class,0.8,Art,2014.0,North America,34,3,3.0
Office Supplies,AR-108254,0.2,US,2014-11-03,Medium,OFF-SU-10000646,Premier Automatic Letter Opener,-81.7258,2,East,Corporate,2014-11-07,Second Class,46.97,Supplies,2014.0,North America,45,4,0.0
Office Supplies,SF-209654,0.2,US,2014-11-13,High,OFF-PA-10003673,Strathmore Photo Mount Cards,3.5256,2,East,Corporate,2014-11-18,Standard Class,1.55,Paper,2014.0,North America,46,5,3.0
Technology,SF-209654,0.2,US,2014-11-13,High,TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",3.0134,2,East,Corporate,2014-11-18,Standard Class,3.04,Accessories,2014.0,North America,46,5,1.0
Office Supplies,CC-126104,0.2,US,2014-11-27,Medium,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,23.9778,7,East,Corporate,2014-12-01,Standard Class,10.78,Appliances,2014.0,North America,48,4,1.0
Office Supplies,CC-126104,0.2,US,2014-11-27,Medium,OFF-AP-10002082,Holmes HEPA Air Purifier,9.801,3,East,Corporate,2014-12-01,Standard Class,4.12,Appliances,2014.0,North America,48,4,1.0
Office Supplies,BP-112904,0.2,US,2014-12-19,Medium,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,13.0112,2,East,Consumer,2014-12-24,Standard Class,3.87,Appliances,2014.0,North America,51,5,1.0
Office Supplies,BP-112904,0.2,US,2014-12-19,Medium,OFF-FA-10002988,Ideal Clamps,1.7487,3,East,Consumer,2014-12-24,Standard Class,0.53,Fasteners,2014.0,North America,51,5,3.0
Office Supplies,BP-112904,0.2,US,2014-12-19,Medium,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",29.692,5,East,Consumer,2014-12-24,Standard Class,6.44,Paper,2014.0,North America,51,5,1.0
Furniture,MC-176054,0.2,US,2011-03-19,High,FUR-FU-10002508,Document Clip Frames,5.5044,3,South,Corporate,2011-03-21,First Class,3.13,Furnishings,2011.0,North America,12,2,3.0
Furniture,MC-176054,0.2,US,2011-03-19,High,FUR-FU-10003981,Eldon Wave Desk Accessories,1.3728,3,South,Corporate,2011-03-21,First Class,1.11,Furnishings,2011.0,North America,12,2,3.0
Office Supplies,MC-176054,0.2,US,2011-03-19,High,OFF-LA-10000443,Avery 501,3.9852,4,South,Corporate,2011-03-21,First Class,2.3,Labels,2011.0,North America,12,2,3.0
Office Supplies,MC-176054,0.2,US,2011-03-19,High,OFF-ST-10000918,Crate-A-Files,1.962,3,South,Corporate,2011-03-21,First Class,3.94,Storage,2011.0,North America,12,2,2.0
Technology,MC-176054,0.2,US,2011-03-19,High,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",53.2,2,South,Corporate,2011-03-21,First Class,47.37,Accessories,2011.0,North America,12,2,1.0
Technology,MC-176054,0.2,US,2011-03-19,High,TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,28.3479,3,South,Corporate,2011-03-21,First Class,74.8,Phones,2011.0,North America,12,2,1.0
Office Supplies,EH-140054,0.2,US,2011-05-13,Critical,OFF-FA-10002815,Staples,2.3976,2,South,Home Office,2011-05-15,First Class,1.62,Fasteners,2011.0,North America,20,2,3.0
Furniture,DM-135254,0.2,US,2011-07-05,High,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,5.368,2,South,Corporate,2011-07-08,First Class,4.94,Furnishings,2011.0,North America,28,3,3.0
Furniture,DM-135254,0.2,US,2011-07-05,High,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,15.9912,3,South,Corporate,2011-07-08,First Class,33.33,Furnishings,2011.0,North America,28,3,1.0
Furniture,KB-165854,0.2,US,2011-12-16,Medium,FUR-CH-10000988,Hon Olson Stacker Stools,101.3832,9,South,Corporate,2011-12-20,Second Class,178.96,Chairs,2011.0,North America,51,4,1.0
Office Supplies,KB-165854,0.2,US,2011-12-16,Medium,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",0.6696,2,South,Corporate,2011-12-20,Second Class,0.18,Fasteners,2011.0,North America,51,4,1.0
Furniture,SL-201554,0.2,US,2012-03-29,Medium,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,131.2785,5,South,Home Office,2012-03-31,Second Class,101.5,Chairs,2012.0,North America,13,2,1.0
Technology,TH-215504,0.2,US,2012-05-16,Medium,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,31.996,4,South,Home Office,2012-05-16,Same Day,41.06,Accessories,2012.0,North America,20,0,1.0
Furniture,JE-156104,0.2,US,2012-06-11,Medium,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,-182.637,5,South,Corporate,2012-06-12,First Class,173.17,Chairs,2012.0,North America,24,1,0.0
Furniture,JE-156104,0.2,US,2012-06-11,Medium,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",7.3008,3,South,Corporate,2012-06-12,First Class,1.44,Furnishings,2012.0,North America,24,1,2.0
Office Supplies,JE-156104,0.2,US,2012-06-11,Medium,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",7.596,2,South,Corporate,2012-06-12,First Class,10.19,Art,2012.0,North America,24,1,3.0
Office Supplies,JE-156104,0.2,US,2012-06-11,Medium,OFF-ST-10003816,Fellowes High-Stak Drawer Files,21.1428,4,South,Corporate,2012-06-12,First Class,72.27,Storage,2012.0,North America,24,1,1.0
Office Supplies,JE-156104,0.2,US,2012-06-11,Medium,OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,51.8312,2,South,Corporate,2012-06-12,First Class,140.3,Storage,2012.0,North America,24,1,1.0
Technology,JE-156104,0.2,US,2012-06-11,Medium,TEC-PH-10002496,Cisco SPA301,31.198,2,South,Corporate,2012-06-12,First Class,23.65,Phones,2012.0,North America,24,1,1.0
Furniture,MP-179654,0.2,US,2012-07-17,Medium,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",5.798,5,South,Corporate,2012-07-20,Second Class,21.07,Bookcases,2012.0,North America,29,3,3.0
Furniture,NG-183554,0.2,US,2012-09-15,High,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",-2.0988,1,South,Corporate,2012-09-15,Same Day,8.08,Furnishings,2012.0,North America,37,0,2.0
Furniture,NG-183554,0.2,US,2012-09-15,High,FUR-FU-10002268,Ultra Door Push Plate,2.5532,4,South,Corporate,2012-09-15,Same Day,1.92,Furnishings,2012.0,North America,37,0,1.0
Office Supplies,NG-183554,0.2,US,2012-09-15,High,OFF-PA-10001937,Xerox 21,5.4432,3,South,Corporate,2012-09-15,Same Day,4.99,Paper,2012.0,North America,37,0,2.0
Office Supplies,NG-183554,0.2,US,2012-09-15,High,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",2.1588,2,South,Corporate,2012-09-15,Same Day,4.39,Storage,2012.0,North America,37,0,3.0
Technology,JR-162104,0.2,US,2012-09-18,High,TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,152.388,9,South,Corporate,2012-09-23,Second Class,91.69,Accessories,2012.0,North America,38,5,1.0
Office Supplies,AJ-107954,0.2,US,2013-01-05,High,OFF-AR-10003958,Newell 337,0.5904,2,South,Corporate,2013-01-07,Second Class,0.33,Art,2013.0,North America,1,2,3.0
Technology,AJ-107954,0.2,US,2013-01-05,High,TEC-AC-10001714,Logitech MX Performance Wireless Mouse,40.6878,6,South,Corporate,2013-01-07,Second Class,29.77,Accessories,2013.0,North America,1,2,1.0
Technology,AJ-107954,0.2,US,2013-01-05,High,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",5.1786,2,South,Corporate,2013-01-07,Second Class,6.76,Phones,2013.0,North America,1,2,3.0
Office Supplies,RF-193454,0.2,US,2013-03-05,High,OFF-LA-10001641,Avery 518,3.528,4,South,Corporate,2013-03-09,Second Class,1.98,Labels,2013.0,North America,10,4,2.0
Office Supplies,CP-120854,0.2,US,2013-05-27,High,OFF-ST-10000532,Advantus Rolling Drawer Organizers,13.8528,6,South,Corporate,2013-05-30,Second Class,31.06,Storage,2013.0,North America,22,3,1.0
Technology,CP-120854,0.2,US,2013-05-27,High,TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,11.98,2,South,Corporate,2013-05-30,Second Class,6.95,Accessories,2013.0,North America,22,3,1.0
Office Supplies,SV-208154,0.2,US,2013-08-27,High,OFF-PA-10002319,Xerox 1944,11.2404,1,South,Corporate,2013-08-29,First Class,5.58,Paper,2013.0,North America,35,2,1.0
Technology,JS-155954,0.2,US,2013-10-26,High,TEC-PH-10000984,Panasonic KX-TG9471B,78.396,5,South,Corporate,2013-10-29,First Class,202.09,Phones,2013.0,North America,43,3,1.0
Furniture,KL-165554,0.2,US,2013-11-07,Critical,FUR-CH-10000513,High-Back Leather Manager's Chair,-28.5978,2,South,Corporate,2013-11-10,First Class,61.89,Chairs,2013.0,North America,45,3,0.0
Furniture,KL-165554,0.2,US,2013-11-07,Critical,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",5.7798,2,South,Corporate,2013-11-10,First Class,9.45,Furnishings,2013.0,North America,45,3,1.0
Office Supplies,KL-165554,0.2,US,2013-11-07,Critical,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",31.0688,2,South,Corporate,2013-11-10,First Class,31.67,Paper,2013.0,North America,45,3,1.0
Office Supplies,KL-165554,0.2,US,2013-11-07,Critical,OFF-PA-10002421,Embossed Ink Jet Note Cards,12.6392,2,South,Corporate,2013-11-10,First Class,7.85,Paper,2013.0,North America,45,3,1.0
Office Supplies,AH-101954,0.2,US,2013-12-19,Medium,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",24.316,2,South,Corporate,2013-12-21,Second Class,10.39,Appliances,2013.0,North America,51,2,1.0
Office Supplies,AH-101954,0.2,US,2013-12-19,Medium,OFF-SU-10000646,Premier Automatic Letter Opener,-204.3145,5,South,Corporate,2013-12-21,Second Class,89.23,Supplies,2013.0,North America,51,2,0.0
Office Supplies,MH-172904,0.2,US,2013-12-30,High,OFF-PA-10000143,Astroparche Fine Business Paper,8.8704,6,South,Home Office,2014-01-01,Second Class,2.29,Paper,2013.0,North America,53,2,2.0
Office Supplies,MH-172904,0.2,US,2013-12-30,High,OFF-PA-10002986,Xerox 1898,13.0928,7,South,Home Office,2014-01-01,Second Class,3.32,Paper,2013.0,North America,53,2,1.0
Furniture,BF-110204,0.2,US,2014-04-02,Medium,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",-19.1058,3,South,Corporate,2014-04-05,Second Class,8.86,Chairs,2014.0,North America,14,3,0.0
Office Supplies,BF-110204,0.2,US,2014-04-02,Medium,OFF-AP-10002222,Staples,1.8207,3,South,Corporate,2014-04-05,Second Class,1.54,Appliances,2014.0,North America,14,3,3.0
Office Supplies,BF-110204,0.2,US,2014-04-02,Medium,OFF-LA-10000262,Avery 494,2.0358,3,South,Corporate,2014-04-05,Second Class,0.45,Labels,2014.0,North America,14,3,3.0
Technology,BF-110204,0.2,US,2014-04-02,Medium,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,-5.6943,3,South,Corporate,2014-04-05,Second Class,1.13,Phones,2014.0,North America,14,3,3.0
Furniture,MG-182054,0.2,US,2014-04-11,High,FUR-FU-10003829,Stackable Trays,1.848,5,South,Corporate,2014-04-15,Second Class,2.33,Furnishings,2014.0,North America,15,4,3.0
Office Supplies,SP-206204,0.2,US,2014-08-28,Medium,OFF-EN-10004030,Convenience Packs of Business Envelopes,0.9774,1,South,Corporate,2014-08-31,First Class,0.51,Envelopes,2014.0,North America,35,3,3.0
Office Supplies,FC-142454,0.2,US,2014-09-09,High,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",5.397,5,South,Home Office,2014-09-10,First Class,15.53,Storage,2014.0,North America,37,1,3.0
Technology,FC-142454,0.2,US,2014-09-09,High,TEC-PH-10001750,Samsung Rugby III,13.8579,3,South,Home Office,2014-09-10,First Class,20.4,Phones,2014.0,North America,37,1,1.0
Office Supplies,BB-115454,0.2,US,2014-11-12,High,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,130.2885,5,South,Corporate,2014-11-17,Second Class,152.49,Appliances,2014.0,North America,46,5,1.0
Office Supplies,JS-156854,0.2,US,2014-11-19,Medium,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",48.632,4,South,Corporate,2014-11-24,Second Class,23.72,Appliances,2014.0,North America,47,5,1.0
Office Supplies,JS-156854,0.2,US,2014-11-19,Medium,OFF-PA-10003309,Xerox 211,14.5152,8,South,Corporate,2014-11-24,Second Class,0.28,Paper,2014.0,North America,47,5,1.0
Office Supplies,JS-156854,0.2,US,2014-11-19,Medium,OFF-PA-10004609,Xerox 221,7.2576,4,South,Corporate,2014-11-24,Second Class,0.78,Paper,2014.0,North America,47,5,3.0
Office Supplies,JS-156854,0.2,US,2014-11-19,Medium,OFF-ST-10002301,Tennsco Commercial Shelving,-19.323,5,South,Corporate,2014-11-24,Second Class,4.73,Storage,2014.0,North America,47,5,0.0
Technology,PN-187754,0.2,US,2014-12-01,Medium,TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,8.997,3,South,Home Office,2014-12-03,Second Class,6.3,Phones,2014.0,North America,49,2,3.0
Furniture,TB-214004,0.2,US,2011-01-22,Critical,FUR-FU-10001889,Ultra Door Pull Handle,4.1028,3,South,Consumer,2011-01-24,Second Class,3.64,Furnishings,2011.0,North America,4,2,3.0
Office Supplies,BG-117404,0.2,US,2011-03-23,Medium,OFF-LA-10004484,Avery 476,3.2214,3,South,Consumer,2011-03-26,First Class,0.13,Labels,2011.0,North America,13,3,3.0
Furniture,TG-216404,0.2,US,2011-03-31,High,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",98.4802,7,South,Consumer,2011-03-31,Same Day,145.94,Chairs,2011.0,North America,14,0,1.0
Office Supplies,TG-216404,0.2,US,2011-03-31,High,OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",1.0584,2,South,Consumer,2011-03-31,Same Day,0.79,Art,2011.0,North America,14,0,1.0
Office Supplies,JK-153704,0.2,US,2011-04-11,Critical,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",2.3328,3,South,Consumer,2011-04-13,Second Class,1.45,Fasteners,2011.0,North America,16,2,3.0
Office Supplies,JK-153704,0.2,US,2011-04-11,Critical,OFF-PA-10000029,Xerox 224,3.6288,2,South,Consumer,2011-04-13,Second Class,3.58,Paper,2011.0,North America,16,2,3.0
Technology,JK-153704,0.2,US,2011-04-11,Critical,TEC-AC-10001874,Logitech Wireless Anywhere Mouse MX for PC and Mac,41.993,7,South,Consumer,2011-04-13,Second Class,74.11,Accessories,2011.0,North America,16,2,1.0
Technology,JK-153704,0.2,US,2011-04-11,Critical,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,81.5949,3,South,Consumer,2011-04-13,Second Class,100.22,Accessories,2011.0,North America,16,2,1.0
Technology,CS-118604,0.2,US,2011-05-02,Critical,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,89.997,2,South,Consumer,2011-05-04,Second Class,122.9,Copiers,2011.0,North America,19,2,1.0
Furniture,CK-122054,0.2,US,2011-07-28,High,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",12.9888,6,South,Consumer,2011-07-28,Same Day,24.59,Furnishings,2011.0,North America,31,0,1.0
Office Supplies,CK-122054,0.2,US,2011-07-28,High,OFF-EN-10000781,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",16.5186,7,South,Consumer,2011-07-28,Same Day,10.66,Envelopes,2011.0,North America,31,0,1.0
Office Supplies,CK-122054,0.2,US,2011-07-28,High,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",5.191,5,South,Consumer,2011-07-28,Same Day,1.84,Fasteners,2011.0,North America,31,0,3.0
Furniture,VG-217904,0.2,US,2011-08-08,Medium,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,-7.7728,4,South,Consumer,2011-08-10,Second Class,18.41,Bookcases,2011.0,North America,33,2,3.0
Office Supplies,CS-123554,0.2,US,2011-08-15,High,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,17.127,5,South,Consumer,2011-08-17,First Class,26.77,Appliances,2011.0,North America,34,2,1.0
Office Supplies,CS-123554,0.2,US,2011-08-15,High,OFF-PA-10000312,Xerox 1955,29.692,5,South,Consumer,2011-08-17,First Class,14.78,Paper,2011.0,North America,34,2,1.0
Office Supplies,JP-155204,0.2,US,2011-08-22,Critical,OFF-SU-10003936,Acme Serrated Blade Letter Opener,-1.8126,3,South,Consumer,2011-08-24,Second Class,1.04,Supplies,2011.0,North America,35,2,1.0
Office Supplies,RA-199454,0.2,US,2011-08-29,Medium,OFF-EN-10001749,Jiffy Padded Mailers with Self-Seal Closure,10.8054,2,South,Consumer,2011-09-02,Second Class,2.44,Envelopes,2011.0,North America,36,4,1.0
Furniture,PR-188804,0.2,US,2011-09-05,Critical,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,1.999,2,South,Consumer,2011-09-07,First Class,11.69,Furnishings,2011.0,North America,37,2,3.0
Furniture,CA-127754,0.2,US,2011-09-14,High,FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,3.7743,3,South,Consumer,2011-09-18,Second Class,1.36,Furnishings,2011.0,North America,38,4,3.0
Office Supplies,CA-127754,0.2,US,2011-09-14,High,OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",1.3,5,South,Consumer,2011-09-18,Second Class,2.53,Appliances,2011.0,North America,38,4,1.0
Office Supplies,MS-173654,0.2,US,2011-09-22,Critical,OFF-LA-10001613,Avery File Folder Labels,1.6704,2,South,Consumer,2011-09-24,Second Class,1.19,Labels,2011.0,North America,39,2,3.0
Furniture,CC-126704,0.2,US,2011-12-23,High,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",6.4784,1,South,Consumer,2011-12-27,Second Class,11.24,Chairs,2011.0,North America,52,4,3.0
Office Supplies,CC-126704,0.2,US,2011-12-23,High,OFF-AR-10001868,Prang Dustless Chalk Sticks,0.504,1,South,Consumer,2011-12-27,Second Class,0.1,Art,2011.0,North America,52,4,3.0
Office Supplies,CC-126704,0.2,US,2011-12-23,High,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,15.9348,3,South,Consumer,2011-12-27,Second Class,5.57,Paper,2011.0,North America,52,4,1.0
Office Supplies,CC-126704,0.2,US,2011-12-23,High,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,-1.049,5,South,Consumer,2011-12-27,Second Class,13.09,Storage,2011.0,North America,52,4,3.0
Office Supplies,CC-126704,0.2,US,2011-12-23,High,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,-10.6068,2,South,Consumer,2011-12-27,Second Class,67.42,Storage,2011.0,North America,52,4,0.0
Office Supplies,LF-171854,0.2,US,2011-12-24,High,OFF-PA-10001947,Xerox 1974,3.4684,2,South,Consumer,2011-12-26,First Class,1.98,Paper,2011.0,North America,52,2,3.0
Office Supplies,DC-132854,0.2,US,2012-03-22,High,OFF-ST-10002182,"Iris 3-Drawer Stacking Bin, Black",-33.8418,9,South,Consumer,2012-03-22,Same Day,16.06,Storage,2012.0,North America,12,0,0.0
Technology,DC-132854,0.2,US,2012-03-22,High,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,89.5888,7,South,Consumer,2012-03-22,Same Day,67.82,Accessories,2012.0,North America,12,0,1.0
Technology,AC-104504,0.2,US,2012-06-15,Critical,TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,-0.7295,1,South,Consumer,2012-06-17,First Class,3.26,Accessories,2012.0,North America,24,2,2.0
Office Supplies,GM-145004,0.2,US,2012-10-22,High,OFF-ST-10000876,Eldon Simplefile Box Office,0.9952,1,South,Consumer,2012-10-26,Second Class,1.49,Storage,2012.0,North America,43,4,3.0
Office Supplies,RA-192854,0.2,US,2012-10-23,High,OFF-AR-10002656,Sanford Liquid Accent Highlighters,2.2712,2,South,Consumer,2012-10-23,Same Day,2.4,Art,2012.0,North America,43,0,3.0
Technology,RA-192854,0.2,US,2012-10-23,High,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,-13.2867,7,South,Consumer,2012-10-23,Same Day,8.94,Phones,2012.0,North America,43,0,0.0
Technology,RA-192854,0.2,US,2012-10-23,High,TEC-PH-10004924,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",1.0346,2,South,Consumer,2012-10-23,Same Day,3.31,Phones,2012.0,North America,43,0,3.0
Technology,VM-218354,0.2,US,2013-06-15,Medium,TEC-AC-10000521,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",2.308,2,South,Consumer,2013-06-18,First Class,0.73,Accessories,2013.0,North America,24,3,3.0
Office Supplies,ZD-219254,0.2,US,2013-07-09,Medium,OFF-PA-10004965,Xerox 1921,4.995,2,South,Consumer,2013-07-09,Same Day,1.01,Paper,2013.0,North America,28,0,3.0
Technology,ZD-219254,0.2,US,2013-07-09,Medium,TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,51.4975,5,South,Consumer,2013-07-09,Same Day,69.66,Phones,2013.0,North America,28,0,1.0
Office Supplies,JK-152054,0.2,US,2013-10-02,Medium,OFF-AR-10003631,Staples,5.0336,8,South,Consumer,2013-10-07,Second Class,5.39,Art,2013.0,North America,40,5,3.0
Furniture,PG-188204,0.2,US,2013-10-29,Medium,FUR-FU-10000076,24-Hour Round Wall Clock,13.7862,3,South,Consumer,2013-10-29,Same Day,8.02,Furnishings,2013.0,North America,44,0,1.0
Furniture,PG-188204,0.2,US,2013-10-29,Medium,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,0.0,2,South,Consumer,2013-10-29,Same Day,12.49,Furnishings,2013.0,North America,44,0,3.0
Furniture,PG-188204,0.2,US,2013-10-29,Medium,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",41.262,3,South,Consumer,2013-10-29,Same Day,14.95,Furnishings,2013.0,North America,44,0,1.0
Office Supplies,FO-143054,0.2,US,2013-11-01,Medium,OFF-PA-10002986,Xerox 1898,11.2224,6,South,Consumer,2013-11-05,Second Class,3.15,Paper,2013.0,North America,44,4,1.0
Office Supplies,LR-169154,0.2,US,2013-12-12,High,OFF-ST-10001476,Steel Personal Filing/Posting Tote,7.4571,3,South,Consumer,2013-12-12,Same Day,8.76,Storage,2013.0,North America,50,0,3.0
Office Supplies,SA-208304,0.2,US,2014-04-10,High,OFF-LA-10000121,Avery 48,4.914,3,South,Consumer,2014-04-12,First Class,2.33,Labels,2014.0,North America,15,2,3.0
Office Supplies,SA-208304,0.2,US,2014-04-10,High,OFF-PA-10000994,Xerox 1915,88.074,3,South,Consumer,2014-04-12,First Class,17.51,Paper,2014.0,North America,15,2,1.0
Furniture,AG-109004,0.2,US,2014-05-02,High,FUR-BO-10001798,Bush Somerset Collection Bookcase,-15.7176,3,South,Consumer,2014-05-03,First Class,76.84,Bookcases,2014.0,North America,18,1,0.0
Office Supplies,AG-109004,0.2,US,2014-05-02,High,OFF-LA-10004409,Avery 492,1.4976,2,South,Consumer,2014-05-03,First Class,1.07,Labels,2014.0,North America,18,1,3.0
Office Supplies,PJ-190154,0.2,US,2014-06-21,Critical,OFF-ST-10004835,Plastic Stacking Crates & Casters,0.3348,1,South,Consumer,2014-06-24,First Class,1.3,Storage,2014.0,North America,25,3,2.0
Office Supplies,DC-128504,0.2,US,2014-06-23,High,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",12.6927,3,South,Consumer,2014-06-24,First Class,5.45,Envelopes,2014.0,North America,26,1,1.0
Furniture,AH-105854,0.2,US,2014-07-07,Critical,FUR-CH-10000155,Global Comet Stacking Armless Chair,23.924,1,South,Consumer,2014-07-07,Same Day,53.73,Chairs,2014.0,North America,28,0,1.0
Furniture,MG-181454,0.2,US,2014-07-28,High,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",-2.2758,3,South,Consumer,2014-08-01,Second Class,8.53,Furnishings,2014.0,North America,31,4,3.0
Furniture,PO-188504,0.2,US,2014-08-24,Medium,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",0.4176,2,South,Consumer,2014-08-27,Second Class,0.14,Furnishings,2014.0,North America,35,3,3.0
Office Supplies,PO-188504,0.2,US,2014-08-24,Medium,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,12.1032,6,South,Consumer,2014-08-27,Second Class,12.44,Appliances,2014.0,North America,35,3,1.0
Office Supplies,PO-188504,0.2,US,2014-08-24,Medium,OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",2.943,5,South,Consumer,2014-08-27,Second Class,0.45,Paper,2014.0,North America,35,3,3.0
Office Supplies,PO-188504,0.2,US,2014-08-24,Medium,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",15.49,2,South,Consumer,2014-08-27,Second Class,6.15,Paper,2014.0,North America,35,3,1.0
Technology,PO-188504,0.2,US,2014-08-24,Medium,TEC-PH-10001459,Samsung Galaxy Mega 6.3,327.5922,13,South,Consumer,2014-08-27,Second Class,609.44,Phones,2014.0,North America,35,3,3.0
Office Supplies,ST-205304,0.2,US,2014-08-28,High,OFF-AP-10000804,Hoover Portapower Portable Vacuum,0.896,4,South,Consumer,2014-08-31,Second Class,2.35,Appliances,2014.0,North America,35,3,3.0
Furniture,RC-199604,0.2,US,2014-09-12,Medium,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",6.0382,1,South,Consumer,2014-09-13,First Class,7.71,Furnishings,2014.0,North America,37,1,1.0
Office Supplies,BE-114104,0.2,US,2014-09-24,Medium,OFF-PA-10003395,Xerox 1941,88.074,3,South,Consumer,2014-09-27,First Class,3.65,Paper,2014.0,North America,39,3,1.0
Office Supplies,BD-116054,0.2,US,2014-09-25,High,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",85.5297,3,South,Consumer,2014-09-27,Second Class,39.09,Labels,2014.0,North America,39,2,1.0
